accession,year,city,trap,state,country,zone,date,host,lineage
CSU4030,2013,FC,FC-031,CO,USA,SE,6/25/13,Mosquito-Culex,NA
CSU4076,2013,LV,LV-095,CO,USA,LV,7/1/13,Mosquito-Culex,NA
CSU4091,2013,FC,FC-039,CO,USA,SE,7/2/13,Mosquito-Culex,NA
CSU4193,2013,FC,FC-004,CO,USA,SE,7/9/13,Mosquito-Culex,NA
CSU4209,2013,FC,FC-066,CO,USA,NE,7/9/13,Mosquito-Culex,NA
CSU4210,2013,FC,FC-066,CO,USA,NE,7/9/13,Mosquito-Culex,NA
CSU4234,2013,FC,FC-027,CO,USA,SE,7/9/13,Mosquito-Culex,NA
CSU4237,2013,FC,FC-039,CO,USA,SE,7/9/13,Mosquito-Culex,NA
CSU4243,2013,LV,LV-089,CO,USA,LV,7/9/13,Mosquito-Culex,NA
CSU4247,2013,FC,FC-031,CO,USA,SE,7/9/13,Mosquito-Culex,NA
CSU4253,2013,FC,FC-046,CO,USA,SE,7/9/13,Mosquito-Culex,NA
CSU4285,2013,FC,FC-001,CO,USA,SW,7/11/13,Mosquito-Culex,NA
CSU4289,2013,LV,LV-102,CO,USA,LV,7/11/13,Mosquito-Culex,NA
CSU4336,2013,LV,LV-117,CO,USA,LV,7/15/13,Mosquito-Culex,NA
CSU4352,2013,LV,LV-095,CO,USA,LV,7/15/13,Mosquito-Culex,NA
CSU4365,2013,LV,LV-118,CO,USA,LV,7/16/13,Mosquito-Culex,NA
CSU4372,2013,FC,FC-053,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4377,2013,FC,FC-075,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4384,2013,FC,FC-075GR,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4385,2013,FC,FC-075GR,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4391,2013,LV,LV-074,CO,USA,LV,7/16/13,Mosquito-Culex,NA
CSU4395,2013,FC,FC-039,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4396,2013,FC,FC-039,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4413,2013,FC,FC-064,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4434,2013,LV,LV-089,CO,USA,LV,7/16/13,Mosquito-Culex,NA
CSU4437,2013,LV,LV-089,CO,USA,LV,7/16/13,Mosquito-Culex,NA
CSU4439,2013,FC,FC-047,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4441,2013,FC,FC-059,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4450,2013,FC,FC-031,CO,USA,SE,7/16/13,Mosquito-Culex,NA
CSU4455,2013,LV,LV-019,CO,USA,LV,7/17/13,Mosquito-Culex,NA
CSU4456,2013,LV,LV-019,CO,USA,LV,7/17/13,Mosquito-Culex,NA
CSU4470,2013,LV,LV-021 LV-042,CO,USA,LV,7/17/13,Mosquito-Culex,NA
CSU4473,2013,FC,FC-041,CO,USA,NW,7/17/13,Mosquito-Culex,NA
CSU4474,2013,FC,FC-041,CO,USA,NW,7/17/13,Mosquito-Culex,NA
CSU4485,2013,LV,LV-102,CO,USA,LV,7/18/13,Mosquito-Culex,NA
CSU4488,2013,LV,LV-FLOAT,CO,USA,LV,7/18/13,Mosquito-Culex,NA
CSU4491,2013,LV,LV-122,CO,USA,LV,7/18/13,Mosquito-Culex,NA
CSU4496,2013,LV,LV-098,CO,USA,LV,7/18/13,Mosquito-Culex,NA
CSU4498,2013,LV,LV-105,CO,USA,LV,7/18/13,Mosquito-Culex,NA
CSU4501,2013,FC,FC-054,CO,USA,SE,7/18/13,Mosquito-Culex,NA
CSU4507,2013,FC,FC-068,CO,USA,SW,7/18/13,Mosquito-Culex,NA
CSU4509,2013,FC,FC-057,CO,USA,SW,7/18/13,Mosquito-Culex,NA
CSU4515,2013,FC,FC-089GR,CO,USA,SW,7/18/13,Mosquito-Culex,NA
CSU4522,2013,FC,FC-029,CO,USA,SE,7/18/13,Mosquito-Culex,NA
CSU4523,2013,FC,FC-029,CO,USA,SE,7/18/13,Mosquito-Culex,NA
CSU4535,2013,FC,FC-072,CO,USA,NE,7/22/13,Mosquito-Culex,NA
CSU4543,2013,FC,FC-038,CO,USA,NE,7/22/13,Mosquito-Culex,NA
CSU4556,2013,LV,LV-089,CO,USA,LV,7/22/13,Mosquito-Culex,NA
CSU4563,2013,LV,LV-088,CO,USA,LV,7/22/13,Mosquito-Culex,NA
CSU4566,2013,LV,LV-069,CO,USA,LV,7/22/13,Mosquito-Culex,NA
CSU4570,2013,FC,FC-034,CO,USA,NE,7/22/13,Mosquito-Culex,NA
CSU4588,2013,LV,LV-095,CO,USA,LV,7/22/13,Mosquito-Culex,NA
CSU4589,2013,LV,LV-095,CO,USA,LV,7/22/13,Mosquito-Culex,NA
CSU4592,2013,FC,FC-036,CO,USA,NW,7/22/13,Mosquito-Culex,NA
CSU4593,2013,FC,FC-036,CO,USA,NW,7/22/13,Mosquito-Culex,NA
CSU4598,2013,FC,FC-047,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4601,2013,FC,FC-031,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4606,2013,FC,FC-046,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4607,2013,FC,FC-046,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4626,2013,FC,FC-039,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4629,2013,FC,FC-064,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4632,2013,FC,FC-059,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4639,2013,FC,FC-027,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4641,2013,FC,FC-027,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4642,2013,FC,FC-074,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4643,2013,FC,FC-023,CO,USA,SE,7/23/13,Mosquito-Culex,NA
CSU4664,2013,LV,LV-104,CO,USA,LV,7/24/13,Mosquito-Culex,NA
CSU4684,2013,FC,FC-093,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4688,2013,FC,FC-057,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4689,2013,FC,FC-057,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4690,2013,LV,LV-020,CO,USA,LV,7/25/13,Mosquito-Culex,NA
CSU4693,2013,FC,FC-029,CO,USA,SE,7/25/13,Mosquito-Culex,NA
CSU4700,2013,FC,FC-068,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4701,2013,FC,FC-068,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4702,2013,FC,FC-037,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4703,2013,FC,FC-037,CO,USA,SW,7/25/13,Mosquito-Culex,NA
CSU4713,2013,FC,FC-053,CO,USA,SE,7/25/13,Mosquito-Culex,NA
CSU4714,2013,FC,FC-053,CO,USA,SE,7/25/13,Mosquito-Culex,NA
CSU4746,2013,LV,LV-095,CO,USA,LV,7/29/13,Mosquito-Culex,NA
CSU4756,2013,LV,LV-110,CO,USA,LV,7/30/13,Mosquito-Culex,NA
CSU4763,2013,LV,LV-089,CO,USA,LV,7/30/13,Mosquito-Culex,NA
CSU4768,2013,LV,LV-101,CO,USA,LV,7/30/13,Mosquito-Culex,NA
CSU4769,2013,LV,LV-101,CO,USA,LV,7/30/13,Mosquito-Culex,NA
CSU4776,2013,FC,FC-014,CO,USA,NE,7/30/13,Mosquito-Culex,NA
CSU4788,2013,FC,FC-064,CO,USA,SE,7/30/13,Mosquito-Culex,NA
CSU4808,2013,FC,FC-031,CO,USA,SE,7/30/13,Mosquito-Culex,NA
CSU4812,2013,FC,FC-088GR,CO,USA,SE,7/30/13,Mosquito-Culex,NA
CSU4813,2013,FC,FC-088GR,CO,USA,SE,7/30/13,Mosquito-Culex,NA
CSU4838,2013,FC,FC-058,CO,USA,SW,7/31/13,Mosquito-Culex,NA
CSU4842,2013,LV,LV-087,CO,USA,LV,7/31/13,Mosquito-Culex,NA
CSU4847,2013,FC,FC-029,CO,USA,SE,8/1/13,Mosquito-Culex,NA
CSU4854,2013,FC,FC-089GR,CO,USA,SW,8/1/13,Mosquito-Culex,NA
CSU4857,2013,FC,FC-029GR,CO,USA,SE,8/1/13,Mosquito-Culex,NA
CSU4858,2013,FC,FC-057,CO,USA,SW,8/1/13,Mosquito-Culex,NA
CSU4860,2013,FC,FC-037,CO,USA,SW,8/1/13,Mosquito-Culex,NA
CSU4862,2013,FC,FC-054,CO,USA,SE,8/1/13,Mosquito-Culex,NA
CSU4870,2013,FC,FC-006,CO,USA,NE,8/5/13,Mosquito-Culex,NA
CSU4875,2013,FC,FC-019,CO,USA,NE,8/5/13,Mosquito-Culex,NA
CSU4887,2013,FC,FC-092GR,CO,USA,NE,8/5/13,Mosquito-Culex,NA
CSU4899,2013,FC,FC-040,CO,USA,NE,8/5/13,Mosquito-Culex,NA
CSU4908,2013,LV,LV-104,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4911,2013,FC,FC-039,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4912,2013,FC,FC-039,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4916,2013,LV,LV-089,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4919,2013,LV,LV-089,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4924,2013,FC,FC-075,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4931,2013,FC,FC-075GR,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4932,2013,FC,FC-075GR,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4934,2013,FC,FC-074,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4936,2013,FC,FC-088GR,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4937,2013,FC,FC-088GR,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4940,2013,LV,LV-101,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4946,2013,FC,FC-053,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4947,2013,FC,FC-053,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4950,2013,FC,FC-053,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4955,2013,LV,LV-118,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4956,2013,LV,LV-118,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4960,2013,FC,FC-023,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4964,2013,FC,FC-059,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4965,2013,FC,FC-059,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4967,2013,FC,FC-059,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4974,2013,FC,FC-046,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4975,2013,FC,FC-066,CO,USA,NE,8/6/13,Mosquito-Culex,NA
CSU4978,2013,FC,FC-066,CO,USA,NE,8/6/13,Mosquito-Culex,NA
CSU4979,2013,FC,FC-031,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4981,2013,FC,FC-031,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4983,2013,FC,FC-014,CO,USA,NE,8/6/13,Mosquito-Culex,NA
CSU4987,2013,LV,LV-095,CO,USA,LV,8/6/13,Mosquito-Culex,NA
CSU4989,2013,FC,FC-004,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4991,2013,FC,FC-004,CO,USA,SE,8/6/13,Mosquito-Culex,NA
CSU4993,2013,LV,LV-019,CO,USA,LV,8/7/13,Mosquito-Culex,NA
CSU4994,2013,LV,LV-114,CO,USA,LV,8/7/13,Mosquito-Culex,NA
CSU4999,2013,LV,LV-021 LV-042,CO,USA,LV,8/7/13,Mosquito-Culex,NA
CSU5001,2013,FC,FC-011,CO,USA,NW,8/7/13,Mosquito-Culex,NA
CSU5003,2013,FC,FC-061,CO,USA,NW,8/7/13,Mosquito-Culex,NA
CSU5004,2013,FC,FC-063GR,CO,USA,NW,8/7/13,Mosquito-Culex,NA
CSU5005,2013,FC,FC-041,CO,USA,NW,8/7/13,Mosquito-Culex,NA
CSU5010,2013,LV,LV-087,CO,USA,LV,8/7/13,Mosquito-Culex,NA
CSU5024,2013,LV,LV-105,CO,USA,LV,8/8/13,Mosquito-Culex,NA
CSU5028,2013,LV,LV-097,CO,USA,LV,8/8/13,Mosquito-Culex,NA
CSU5032,2013,FC,FC-093,CO,USA,SW,8/8/13,Mosquito-Culex,NA
CSU5039,2013,FC,FC-071,CO,USA,SW,8/8/13,Mosquito-Culex,NA
CSU5049,2013,FC,FC-006,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5051,2013,FC,FC-019,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5059,2013,FC,FC-038,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5063,2013,FC,FC-040,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5070,2013,FC,FC-069,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5071,2013,FC,FC-073,CO,USA,NW,8/12/13,Mosquito-Culex,NA
CSU5073,2013,FC,FC-072,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5076,2013,FC,FC-092GR,CO,USA,NE,8/12/13,Mosquito-Culex,NA
CSU5078,2013,FC,FC-031,CO,USA,SE,8/13/13,Mosquito-Culex,NA
CSU5108,2013,FC,FC-067,CO,USA,NE,8/13/13,Mosquito-Culex,NA
CSU5111,2013,FC,FC-053,CO,USA,SE,8/13/13,Mosquito-Culex,NA
CSU5126,2013,LV,LV-074GR,CO,USA,LV,8/14/13,Mosquito-Culex,NA
CSU5142,2013,FC,FC-049,CO,USA,NW,8/14/13,Mosquito-Culex,NA
CSU5162,2013,FC,FC-093,CO,USA,SW,8/15/13,Mosquito-Culex,NA
CSU5166,2013,LV,LV-102,CO,USA,LV,8/16/13,Mosquito-Culex,NA
CSU5177,2013,LV,LV-069,CO,USA,LV,8/19/13,Mosquito-Culex,NA
CSU5181,2013,LV,LV-078,CO,USA,LV,8/19/13,Mosquito-Culex,NA
CSU5183,2013,LV,LV-004,CO,USA,LV,8/19/13,Mosquito-Culex,NA
CSU5193,2013,FC,FC-061,CO,USA,NW,8/19/13,Mosquito-Culex,NA
CSU5198,2013,FC,FC-040,CO,USA,NE,8/19/13,Mosquito-Culex,NA
CSU5200,2013,FC,FC-066GR,CO,USA,NE,8/19/13,Mosquito-Culex,NA
CSU5201,2013,FC,FC-092GR,CO,USA,NE,8/19/13,Mosquito-Culex,NA
CSU5210,2013,FC,FC-014,CO,USA,NE,8/19/13,Mosquito-Culex,NA
CSU5236,2013,LV,LV-089,CO,USA,LV,8/20/13,Mosquito-Culex,NA
CSU5243,2013,LV,LV-074,CO,USA,LV,8/20/13,Mosquito-Culex,NA
CSU5255,2013,LV,LV-105,CO,USA,LV,8/22/13,Mosquito-Culex,NA
CSU5266,2013,FC,FC-075GR,CO,USA,SE,8/22/13,Mosquito-Culex,NA
CSU5268,2013,FC,FC-088GR,CO,USA,SE,8/22/13,Mosquito-Culex,NA
CSU5269,2013,FC,FC-004,CO,USA,SE,8/22/13,Mosquito-Culex,NA
CSU5271,2013,FC,FC-027,CO,USA,SE,8/22/13,Mosquito-Culex,NA
CSU5274,2013,FC,FC-050,CO,USA,SE,8/22/13,Mosquito-Culex,NA
CSU5284,2013,FC,FC-071,CO,USA,SW,8/23/13,Mosquito-Culex,NA
CSU5297,2013,FC,FC-049,CO,USA,NW,8/23/13,Mosquito-Culex,NA
CSU5301,2013,LV,LV-079GR,CO,USA,LV,8/26/13,Mosquito-Culex,NA
CSU5306,2013,LV,LV-117,CO,USA,LV,8/26/13,Mosquito-Culex,NA
CSU5308,2013,FC,FC-014,CO,USA,NE,8/26/13,Mosquito-Culex,NA
CSU5313,2013,FC,FC-038,CO,USA,NE,8/26/13,Mosquito-Culex,NA
CSU5320,2013,FC,FC-006,CO,USA,NE,8/26/13,Mosquito-Culex,NA
CSU5325,2013,FC,FC-072,CO,USA,NE,8/26/13,Mosquito-Culex,NA
CSU5344,2013,LV,LV-104,CO,USA,LV,8/27/13,Mosquito-Culex,NA
CSU5349,2013,FC,FC-059,CO,USA,SE,8/27/13,Mosquito-Culex,NA
CSU5358,2013,FC,FC-075,CO,USA,SE,8/27/13,Mosquito-Culex,NA
CSU5359,2013,FC,FC-075,CO,USA,SE,8/27/13,Mosquito-Culex,NA
CSU5360,2013,FC,FC-075GR,CO,USA,SE,8/27/13,Mosquito-Culex,NA
CSU5361,2013,FC,FC-088GR,CO,USA,SE,8/27/13,Mosquito-Culex,NA
CSU5368,2013,FC,FC-049,CO,USA,NW,8/28/13,Mosquito-Culex,NA
CSU5369,2013,FC,FC-049,CO,USA,NW,8/28/13,Mosquito-Culex,NA
CSU5384,2013,FC,FC-029GR,CO,USA,SE,8/29/13,Mosquito-Culex,NA
CSU5385,2013,FC,FC-037,CO,USA,SW,8/29/13,Mosquito-Culex,NA
CSU5386,2013,FC,FC-054,CO,USA,SE,8/29/13,Mosquito-Culex,NA
CSU5392,2013,FC,FC-093,CO,USA,SW,8/29/13,Mosquito-Culex,NA
CSU5952,2014,FC,FC-004,CO,USA,SE,7/21/14,Mosquito-Culex,NA
CSU6017,2014,FC,FC-039,CO,USA,SE,7/22/14,Mosquito-Culex,NA
CSU6034,2014,LV,LV-104,CO,USA,LV,7/22/14,Mosquito-Culex,NA
CSU6058,2014,LV,LV-123,CO,USA,LV,7/22/14,Mosquito-Culex,NA
CSU6099,2014,FC,FC-064,CO,USA,SE,7/22/14,Mosquito-Culex,NA
CSU6189,2014,FC,FC-053,CO,USA,SE,7/28/14,Mosquito-Culex,NA
CSU6192,2014,FC,FC-019,CO,USA,NE,7/28/14,Mosquito-Culex,NA
CSU6194,2014,FC,FC-069,CO,USA,NE,7/28/14,Mosquito-Culex,NA
CSU6226,2014,FC,FC-038,CO,USA,NE,7/28/14,Mosquito-Culex,NA
CSU6262,2014,FC,FC-072,CO,USA,NE,7/28/14,Mosquito-Culex,NA
CSU6272,2014,FC,FC-039,CO,USA,SE,7/29/14,Mosquito-Culex,NA
CSU6290,2014,LV,LV-089,CO,USA,LV,7/29/14,Mosquito-Culex,NA
CSU6306,2014,FC,FC-027,CO,USA,SE,7/29/14,Mosquito-Culex,NA
CSU6318,2014,FC,FC-064,CO,USA,SE,7/29/14,Mosquito-Culex,NA
CSU6326,2014,FC,FC-031,CO,USA,SE,7/29/14,Mosquito-Culex,NA
CSU6327,2014,FC,FC-031,CO,USA,SE,7/29/14,Mosquito-Culex,NA
CSU6347,2014,FC,FC-050,CO,USA,SE,7/29/14,Mosquito-Culex,NA
CSU6354,2014,FC,FC-040GR,CO,USA,NE,8/4/14,Mosquito-Culex,NA
CSU6355,2014,FC,FC-040GR,CO,USA,NE,8/4/14,Mosquito-Culex,NA
CSU6371,2014,LV,LV-079GR,CO,USA,LV,8/4/14,Mosquito-Culex,NA
CSU6372,2014,LV,LV-079GR,CO,USA,LV,8/4/14,Mosquito-Culex,NA
CSU6377,2014,FC,FC-038,CO,USA,NE,8/4/14,Mosquito-Culex,NA
CSU6387,2014,FC,FC-053,CO,USA,SE,8/4/14,Mosquito-Culex,NA
CSU6389,2014,FC,FC-053,CO,USA,SE,8/4/14,Mosquito-Culex,NA
CSU6453,2014,FC,FC-040,CO,USA,NE,8/4/14,Mosquito-Culex,NA
CSU6485,2014,FC,FC-088GR,CO,USA,SE,8/5/14,Mosquito-Culex,NA
CSU6490,2014,LV,LV-104,CO,USA,LV,8/5/14,Mosquito-Culex,NA
CSU6492,2014,LV,LV-077,CO,USA,LV,8/5/14,Mosquito-Culex,NA
CSU6508,2014,FC,FC-047,CO,USA,SE,8/5/14,Mosquito-Culex,NA
CSU6534,2014,FC,FC-074,CO,USA,SE,8/5/14,Mosquito-Culex,NA
CSU6535,2014,FC,FC-074,CO,USA,SE,8/5/14,Mosquito-Culex,NA
CSU6537,2014,FC,FC-031,CO,USA,SE,8/5/14,Mosquito-Culex,NA
CSU6548,2014,FC,FC-027,CO,USA,SE,8/5/14,Mosquito-Culex,NA
CSU6556,2014,LV,LV-067,CO,USA,LV,8/6/14,Mosquito-Culex,NA
CSU6563,2014,LV,LV-042,CO,USA,LV,8/6/14,Mosquito-Culex,NA
CSU6569,2014,FC,FC-039,CO,USA,SE,8/6/14,Mosquito-Culex,NA
CSU6578,2014,FC,FC-063,CO,USA,NW,8/6/14,Mosquito-Culex,NA
CSU6579,2014,FC,FC-041,CO,USA,NW,8/6/14,Mosquito-Culex,NA
CSU6598,2014,LV,LV-010GR,CO,USA,LV,8/7/14,Mosquito-Culex,NA
CSU6599,2014,LV,LV-010GR,CO,USA,LV,8/7/14,Mosquito-Culex,NA
CSU6607,2014,FC,FC-029GR,CO,USA,SE,8/7/14,Mosquito-Culex,NA
CSU6618,2014,FC,FC-062,CO,USA,SW,8/7/14,Mosquito-Culex,NA
CSU6627,2014,LV,LV-114,CO,USA,LV,8/7/14,Mosquito-Culex,NA
CSU6628,2014,LV,LV-114,CO,USA,LV,8/7/14,Mosquito-Culex,NA
CSU6653,2014,LV,LV-080,CO,USA,LV,8/11/14,Mosquito-Culex,NA
CSU6691,2014,FC,FC-006,CO,USA,NE,8/11/14,Mosquito-Culex,NA
CSU6692,2014,FC,FC-006,CO,USA,NE,8/11/14,Mosquito-Culex,NA
CSU6708,2014,LV,LV-074GR,CO,USA,LV,8/12/14,Mosquito-Culex,NA
CSU6712,2014,FC,FC-027,CO,USA,SE,8/12/14,Mosquito-Culex,NA
CSU6732,2014,FC,FC-023,CO,USA,SE,8/12/14,Mosquito-Culex,NA
CSU6752,2014,FC,FC-063GR,CO,USA,NW,8/13/14,Mosquito-Culex,NA
CSU6762,2014,LV,LV-019,CO,USA,LV,8/13/14,Mosquito-Culex,NA
CSU6784,2014,LV,LV-114,CO,USA,LV,8/13/14,Mosquito-Culex,NA
CSU6800,2014,LV,LV-010GR,CO,USA,LV,8/14/14,Mosquito-Culex,NA
CSU6803,2014,LV,LV-014,CO,USA,LV,8/14/14,Mosquito-Culex,NA
CSU6807,2014,FC,FC-029GR,CO,USA,SE,8/14/14,Mosquito-Culex,NA
CSU6822,2014,FC,FC-059,CO,USA,SE,8/14/14,Mosquito-Culex,NA
CSU6825,2014,FC,FC-029,CO,USA,SE,8/14/14,Mosquito-Culex,NA
CSU6836,2014,FC,FC-093,CO,USA,SW,8/14/14,Mosquito-Culex,NA
CSU6841,2014,LV,LV-095,CO,USA,LV,8/18/14,Mosquito-Culex,NA
CSU6869,2014,FC,FC-072,CO,USA,NE,8/18/14,Mosquito-Culex,NA
CSU6892,2014,FC,FC-006,CO,USA,NE,8/18/14,Mosquito-Culex,NA
CSU6893,2014,LV,LV-104,CO,USA,LV,8/19/14,Mosquito-Culex,NA
CSU6933,2014,FC,FC-088GR,CO,USA,SE,8/20/14,Mosquito-Culex,NA
CSU6934,2014,FC,FC-088GR,CO,USA,SE,8/20/14,Mosquito-Culex,NA
CSU6937,2014,FC,FC-053,CO,USA,SE,8/20/14,Mosquito-Culex,NA
CSU6942,2014,FC,FC-027,CO,USA,SE,8/20/14,Mosquito-Culex,NA
CSU6944,2014,FC,FC-027,CO,USA,SE,8/20/14,Mosquito-Culex,NA
CSU6958,2014,FC,FC-029GR,CO,USA,SE,8/21/14,Mosquito-Culex,NA
CSU6961,2014,FC,FC-029,CO,USA,SE,8/21/14,Mosquito-Culex,NA
CSU6980,2014,LV,LV-069,CO,USA,LV,8/25/14,Mosquito-Culex,NA
CSU6989,2014,LV,LV-095,CO,USA,LV,8/25/14,Mosquito-Culex,NA
CSU7009,2014,FC,FC-067,CO,USA,NE,8/25/14,Mosquito-Culex,NA
CSU7013,2014,FC,FC-039,CO,USA,SE,8/26/14,Mosquito-Culex,NA
CSU7028,2014,FC,FC-088GR,CO,USA,SE,8/26/14,Mosquito-Culex,NA
CSU7300,2015,FC,FC-067,CO,USA,NE,6/29/15,Mosquito-Culex,NA
CSU7350,2015,FC,FC-075GR,CO,USA,SE,6/30/15,Mosquito-Culex,NA
CSU7506,2015,FC,FC-014,CO,USA,NE,7/8/15,Mosquito-Culex,NA
CSU7560,2015,FC,FC-053,CO,USA,SE,7/13/15,Mosquito-Culex,NA
CSU7616,2015,FC,FC-040,CO,USA,NE,7/13/15,Mosquito-Culex,NA
CSU7673,2015,FC,FC-027,CO,USA,SE,7/14/15,Mosquito-Culex,NA
CSU7676,2015,FC,FC-027,CO,USA,SE,7/14/15,Mosquito-Culex,NA
CSU7772,2015,LV,LV-069,CO,USA,LV,7/20/15,Mosquito-Culex,NA
CSU7945,2015,FC,FC-040,CO,USA,NE,7/27/15,Mosquito-Culex,NA
CSU7973,2015,LV,LV-104,CO,USA,LV,7/28/15,Mosquito-Culex,NA
CSU7975,2015,LV,LV-110,CO,USA,LV,7/28/15,Mosquito-Culex,NA
CSU7980,2015,FC,FC-088GR,CO,USA,SE,7/28/15,Mosquito-Culex,NA
CSU7992,2015,FC,FC-075,CO,USA,SE,7/28/15,Mosquito-Culex,NA
CSU7996,2015,FC,FC-075GR,CO,USA,SE,7/28/15,Mosquito-Culex,NA
CSU8003,2015,FC,FC-027,CO,USA,SE,7/28/15,Mosquito-Culex,NA
CSU8038,2015,FC,FC-050,CO,USA,SE,7/28/15,Mosquito-Culex,NA
CSU8054,2015,LV,LV-020,CO,USA,LV,7/29/15,Mosquito-Culex,NA
CSU8061,2015,LV,LV-020,CO,USA,LV,7/29/15,Mosquito-Culex,NA
CSU8067,2015,FC,FC-073,CO,USA,NW,7/29/15,Mosquito-Culex,NA
CSU8123,2015,FC,FC-053,CO,USA,SE,8/3/15,Mosquito-Culex,NA
CSU8127,2015,FC,FC-014,CO,USA,NE,8/3/15,Mosquito-Culex,NA
CSU8134,2015,FC,FC-004,CO,USA,SE,8/3/15,Mosquito-Culex,NA
CSU8136,2015,FC,FC-067,CO,USA,NE,8/3/15,Mosquito-Culex,NA
CSU8143,2015,FC,FC-066,CO,USA,NE,8/3/15,Mosquito-Culex,NA
CSU8144,2015,FC,FC-066,CO,USA,NE,8/3/15,Mosquito-Culex,NA
CSU8156,2015,FC,FC-034,CO,USA,NE,8/3/15,Mosquito-Culex,NA
CSU8165,2015,FC,FC-040,CO,USA,NE,8/3/15,Mosquito-Culex,NA
CSU8185,2015,FC,FC-036,CO,USA,NW,8/3/15,Mosquito-Culex,NA
CSU8223,2015,FC,FC-031,CO,USA,SE,8/4/15,Mosquito-Culex,NA
CSU8231,2015,LV,LV-020,CO,USA,LV,8/5/15,Mosquito-Culex,NA
CSU8256,2015,FC,FC-063GR,CO,USA,NW,8/5/15,Mosquito-Culex,NA
CSU8257,2015,FC,FC-063GR,CO,USA,NW,8/5/15,Mosquito-Culex,NA
CSU8278,2015,FC,FC-089GR,CO,USA,SW,8/6/15,Mosquito-Culex,NA
CSU8302,2015,FC,FC-019,CO,USA,NE,8/10/15,Mosquito-Culex,NA
CSU8304,2015,FC,FC-092GR,CO,USA,NE,8/10/15,Mosquito-Culex,NA
CSU8325,2015,FC,FC-036,CO,USA,NW,8/10/15,Mosquito-Culex,NA
CSU8336,2015,FC,FC-074,CO,USA,SE,8/11/15,Mosquito-Culex,NA
CSU8337,2015,FC,FC-088GR,CO,USA,SE,8/11/15,Mosquito-Culex,NA
CSU8339,2015,FC,FC-088GR,CO,USA,SE,8/11/15,Mosquito-Culex,NA
CSU8393,2015,FC,FC-029GR,CO,USA,SE,8/17/15,Mosquito-Culex,NA
